step,ancien,nouveau,raison,score_ancien,score_nouveau
45,HoeffdingTree,SGD,bandit,1.0,0.75
46,SGD,HoeffdingTree,bandit,0.7556,1.0
51,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
52,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
73,HoeffdingTree,SGD,bandit,1.0,0.8333
74,SGD,HoeffdingTree,bandit,0.8356,1.0
108,HoeffdingTree,SGD,bandit,1.0,0.8879
109,SGD,HoeffdingTree,bandit,0.8889,1.0
114,HoeffdingTree,SGD,bandit,1.0,0.8938
115,SGD,HoeffdingTree,bandit,0.8947,1.0
133,HoeffdingTree,SGD,bandit,1.0,0.9091
134,SGD,HoeffdingTree,bandit,0.9098,1.0
141,HoeffdingTree,SGD,bandit,1.0,0.9143
142,SGD,HoeffdingTree,bandit,0.9149,1.0
157,HoeffdingTree,SGD,bandit,1.0,0.9231
158,SGD,HoeffdingTree,bandit,0.9236,1.0
175,HoeffdingTree,SGD,bandit,1.0,0.931
176,SGD,KNN_ADWIN,bandit,0.9314,1.0
177,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
180,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
181,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
194,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
195,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
202,HoeffdingTree,SGD,bandit,1.0,0.9403
204,SGD,HoeffdingTree,bandit,0.9409,1.0
239,HoeffdingTree,SGD,bandit,1.0,0.916
240,SGD,HoeffdingTree,bandit,0.9121,1.0
247,HoeffdingTree,KNN_ADWIN,bandit,0.9918,0.9959
249,KNN_ADWIN,HoeffdingTree,bandit,0.9919,0.9919
263,HoeffdingTree,KNN_ADWIN,bandit,0.977,0.9502
264,KNN_ADWIN,HoeffdingTree,bandit,0.9466,0.9733
270,HoeffdingTree,KNN_ADWIN,bandit,0.9627,0.9366
271,KNN_ADWIN,HoeffdingTree,bandit,0.9368,0.9628
288,HoeffdingTree,RESET,ADWIN_drift,0.9199,0.0
290,HoeffdingTree,SGD,bandit,0.0,1.0
314,SGD,KNN_ADWIN,bandit,1.0,0.36
315,KNN_ADWIN,SGD,bandit,0.3462,1.0
317,SGD,KNN_ADWIN,bandit,1.0,0.3929
318,KNN_ADWIN,SGD,bandit,0.4138,1.0
321,SGD,HoeffdingTree,bandit,1.0,0.4375
322,HoeffdingTree,SGD,bandit,0.4242,1.0
333,SGD,KNN_ADWIN,bandit,0.9773,0.4091
334,KNN_ADWIN,SGD,bandit,0.4222,0.9778
341,SGD,KNN_ADWIN,bandit,0.9808,0.4615
342,KNN_ADWIN,SGD,bandit,0.4528,0.9811
353,SGD,HoeffdingTree,bandit,0.9844,0.3906
354,HoeffdingTree,SGD,bandit,0.3846,0.9846
375,SGD,KNN_ADWIN,bandit,0.9535,0.5233
376,KNN_ADWIN,SGD,bandit,0.5287,0.954
387,SGD,KNN_ADWIN,bandit,0.9184,0.5306
388,KNN_ADWIN,SGD,bandit,0.5253,0.9192
391,SGD,HoeffdingTree,bandit,0.9216,0.3627
392,HoeffdingTree,SGD,bandit,0.3689,0.9223
394,SGD,KNN_ADWIN,bandit,0.9238,0.5238
395,KNN_ADWIN,SGD,bandit,0.5283,0.9245
398,SGD,KNN_ADWIN,bandit,0.9266,0.5321
399,KNN_ADWIN,SGD,bandit,0.5273,0.9273
402,SGD,HoeffdingTree,bandit,0.9292,0.3805
403,HoeffdingTree,SGD,bandit,0.386,0.9298
423,SGD,KNN_ADWIN,bandit,0.9328,0.5448
424,KNN_ADWIN,SGD,bandit,0.5481,0.9333
425,SGD,HoeffdingTree,bandit,0.9338,0.4779
426,HoeffdingTree,SGD,bandit,0.4818,0.9343
428,SGD,HoeffdingTree,bandit,0.9353,0.4892
430,HoeffdingTree,SGD,bandit,0.4965,0.9362
442,SGD,HoeffdingTree,bandit,0.9412,0.5359
443,HoeffdingTree,SGD,bandit,0.539,0.9416
444,SGD,HoeffdingTree,bandit,0.9419,0.5419
445,HoeffdingTree,KNN_ADWIN,bandit,0.5449,0.5577
446,KNN_ADWIN,SGD,bandit,0.5541,0.9427
468,SGD,HoeffdingTree,bandit,0.933,0.5978
469,HoeffdingTree,SGD,bandit,0.6,0.9333
489,SGD,HoeffdingTree,bandit,0.93,0.64
490,HoeffdingTree,SGD,bandit,0.6418,0.9303
507,SGD,HoeffdingTree,bandit,0.9358,0.6697
508,HoeffdingTree,SGD,bandit,0.6712,0.9361
527,SGD,KNN_ADWIN,bandit,0.9328,0.6429
528,KNN_ADWIN,SGD,bandit,0.6444,0.9331
534,SGD,HoeffdingTree,bandit,0.9347,0.7061
535,HoeffdingTree,SGD,bandit,0.7073,0.935
553,SGD,KNN_ADWIN,bandit,0.9394,0.6705
554,KNN_ADWIN,SGD,bandit,0.6717,0.9396
573,SGD,HoeffdingTree,bandit,0.9437,0.7465
574,HoeffdingTree,SGD,bandit,0.7474,0.9439
619,SGD,HoeffdingTree,bandit,0.9515,0.7818
620,HoeffdingTree,SGD,bandit,0.7825,0.9517
625,SGD,HoeffdingTree,bandit,0.9524,0.7857
626,HoeffdingTree,KNN_ADWIN,bandit,0.7864,0.7122
627,KNN_ADWIN,SGD,bandit,0.713,0.9527
651,SGD,KNN_ADWIN,bandit,0.9558,0.7238
652,KNN_ADWIN,SGD,bandit,0.7245,0.9559
653,SGD,KNN_ADWIN,bandit,0.956,0.7253
654,KNN_ADWIN,SGD,bandit,0.726,0.9562
658,SGD,HoeffdingTree,bandit,0.9566,0.8049
659,HoeffdingTree,SGD,bandit,0.8054,0.9568
681,SGD,HoeffdingTree,bandit,0.9541,0.8163
682,HoeffdingTree,SGD,bandit,0.8168,0.9542
710,SGD,KNN_ADWIN,bandit,0.9572,0.7506
711,KNN_ADWIN,SGD,bandit,0.7512,0.9573
721,SGD,KNN_ADWIN,bandit,0.9583,0.7569
722,KNN_ADWIN,SGD,bandit,0.7575,0.9584
743,SGD,KNN_ADWIN,bandit,0.9604,0.7643
744,KNN_ADWIN,SGD,bandit,0.7648,0.9604
751,SGD,KNN_ADWIN,bandit,0.961,0.7684
752,KNN_ADWIN,SGD,bandit,0.7689,0.9611
761,SGD,KNN_ADWIN,bandit,0.9619,0.7733
762,KNN_ADWIN,SGD,bandit,0.7738,0.9619
763,SGD,HoeffdingTree,bandit,0.962,0.8481
764,HoeffdingTree,SGD,bandit,0.8484,0.9621
770,SGD,HoeffdingTree,bandit,0.9626,0.8503
771,HoeffdingTree,SGD,bandit,0.8506,0.9627
803,SGD,HoeffdingTree,bandit,0.9572,0.8599
804,HoeffdingTree,SGD,bandit,0.8602,0.9573
829,SGD,HoeffdingTree,bandit,0.9593,0.8667
830,HoeffdingTree,SGD,bandit,0.8669,0.9593
835,SGD,HoeffdingTree,bandit,0.9597,0.8681
836,HoeffdingTree,SGD,bandit,0.8684,0.9598
837,SGD,HoeffdingTree,bandit,0.9599,0.8686
838,HoeffdingTree,SGD,bandit,0.8689,0.9599
840,SGD,KNN_ADWIN,bandit,0.9601,0.8022
841,KNN_ADWIN,SGD,bandit,0.8025,0.9601
868,SGD,KNN_ADWIN,bandit,0.962,0.81
869,KNN_ADWIN,SGD,bandit,0.8103,0.9621
874,SGD,HoeffdingTree,bandit,0.9624,0.8769
875,HoeffdingTree,SGD,bandit,0.8771,0.9625
884,SGD,KNN_ADWIN,bandit,0.963,0.8134
885,KNN_ADWIN,SGD,bandit,0.8138,0.9631
899,SGD,KNN_ADWIN,bandit,0.9639,0.818
900,KNN_ADWIN,SGD,bandit,0.8167,0.964
911,SGD,HoeffdingTree,bandit,0.9646,0.8842
912,HoeffdingTree,SGD,bandit,0.8844,0.9647
917,SGD,KNN_ADWIN,bandit,0.965,0.8201
918,KNN_ADWIN,SGD,bandit,0.8203,0.965
934,SGD,HoeffdingTree,bandit,0.9659,0.8884
935,HoeffdingTree,SGD,bandit,0.8885,0.9659
949,SGD,HoeffdingTree,bandit,0.9667,0.8909
950,HoeffdingTree,SGD,bandit,0.8911,0.9667
963,SGD,HoeffdingTree,bandit,0.9674,0.8932
964,HoeffdingTree,SGD,bandit,0.8933,0.9674
995,SGD,KNN_ADWIN,bandit,0.9674,0.8371
996,KNN_ADWIN,SGD,bandit,0.8359,0.9675
1004,SGD,HoeffdingTree,bandit,0.9678,0.8979
1005,HoeffdingTree,SGD,bandit,0.898,0.9679
1021,SGD,HoeffdingTree,bandit,0.9686,0.9003
1022,HoeffdingTree,SGD,bandit,0.9004,0.9686
1036,SGD,HoeffdingTree,bandit,0.9692,0.9023
1037,HoeffdingTree,SGD,bandit,0.9024,0.9693
1038,SGD,KNN_ADWIN,bandit,0.9693,0.8438
1039,KNN_ADWIN,SGD,bandit,0.844,0.9693
1040,SGD,KNN_ADWIN,bandit,0.9694,0.8442
1041,KNN_ADWIN,SGD,bandit,0.8444,0.9694
1045,SGD,KNN_ADWIN,bandit,0.9696,0.8439
1046,KNN_ADWIN,SGD,bandit,0.8441,0.9696
1049,SGD,HoeffdingTree,bandit,0.9697,0.9026
1050,HoeffdingTree,SGD,bandit,0.9028,0.9698
1054,SGD,KNN_ADWIN,bandit,0.9699,0.8431
1055,KNN_ADWIN,SGD,bandit,0.8433,0.97
1089,SGD,HoeffdingTree,bandit,0.97,0.9075
1090,HoeffdingTree,SGD,bandit,0.9076,0.97
1105,SGD,KNN_ADWIN,bandit,0.9706,0.8505
1106,KNN_ADWIN,SGD,bandit,0.8507,0.9706
1128,SGD,HoeffdingTree,bandit,0.9714,0.9118
1129,HoeffdingTree,SGD,bandit,0.9119,0.9714
1146,SGD,HoeffdingTree,bandit,0.972,0.9137
1147,HoeffdingTree,SGD,bandit,0.9138,0.972
1176,SGD,KNN_ADWIN,bandit,0.9707,0.8625
1178,KNN_ADWIN,SGD,bandit,0.8628,0.9708
1193,SGD,KNN_ADWIN,bandit,0.9712,0.865
1194,KNN_ADWIN,SGD,bandit,0.8652,0.9713
1202,SGD,HoeffdingTree,bandit,0.9715,0.9179
1203,HoeffdingTree,SGD,bandit,0.9179,0.9716
1211,SGD,HoeffdingTree,bandit,0.9718,0.9187
1212,HoeffdingTree,SGD,bandit,0.9187,0.9718
1247,SGD,HoeffdingTree,bandit,0.9729,0.9217
1248,HoeffdingTree,SGD,bandit,0.9218,0.9729
1260,SGD,KNN_ADWIN,bandit,0.9722,0.8744
1261,KNN_ADWIN,SGD,bandit,0.8745,0.9722
1268,SGD,HoeffdingTree,bandit,0.9724,0.9234
1269,HoeffdingTree,SGD,bandit,0.9235,0.9724
1270,SGD,HoeffdingTree,bandit,0.9725,0.9235
1271,HoeffdingTree,SGD,bandit,0.9236,0.9725
1305,SGD,KNN_ADWIN,bandit,0.9656,0.8799
1306,KNN_ADWIN,SGD,bandit,0.88,0.9656
1311,SGD,HoeffdingTree,bandit,0.9658,0.9266
1312,HoeffdingTree,SGD,bandit,0.9267,0.9658
1320,SGD,KNN_ADWIN,bandit,0.9661,0.8817
1321,KNN_ADWIN,SGD,bandit,0.8818,0.9661
1338,SGD,HoeffdingTree,bandit,0.9666,0.9285
1339,HoeffdingTree,SGD,bandit,0.9286,0.9667
1346,SGD,KNN_ADWIN,bandit,0.9669,0.8846
1347,KNN_ADWIN,SGD,bandit,0.8847,0.9669
1359,SGD,KNN_ADWIN,bandit,0.9673,0.886
1360,KNN_ADWIN,SGD,bandit,0.8861,0.9673
1369,SGD,HoeffdingTree,bandit,0.9676,0.9306
1370,HoeffdingTree,SGD,bandit,0.9306,0.9667
1374,SGD,HoeffdingTree,bandit,0.9668,0.9309
1375,HoeffdingTree,SGD,bandit,0.9309,0.9669
1380,SGD,KNN_ADWIN,bandit,0.9661,0.8882
1381,KNN_ADWIN,SGD,bandit,0.8883,0.9661
1387,SGD,HoeffdingTree,bandit,0.9663,0.9317
1388,HoeffdingTree,SGD,bandit,0.9318,0.9663
1421,SGD,KNN_ADWIN,bandit,0.9638,0.8922
1422,KNN_ADWIN,SGD,bandit,0.8923,0.9638
1441,SGD,KNN_ADWIN,bandit,0.9635,0.8941
1442,KNN_ADWIN,SGD,bandit,0.8942,0.9636
1451,SGD,KNN_ADWIN,bandit,0.9639,0.895
1452,KNN_ADWIN,SGD,bandit,0.8951,0.9639
1508,SGD,HoeffdingTree,bandit,0.9655,0.9377
1509,HoeffdingTree,SGD,bandit,0.9377,0.9656
1535,SGD,HoeffdingTree,bandit,0.9663,0.939
1536,HoeffdingTree,SGD,bandit,0.9391,0.9663
1537,SGD,KNN_ADWIN,bandit,0.9663,0.9022
1538,KNN_ADWIN,SGD,bandit,0.9023,0.9664
1556,SGD,HoeffdingTree,bandit,0.9669,0.94
1557,HoeffdingTree,SGD,bandit,0.9401,0.9669
1581,SGD,KNN_ADWIN,bandit,0.9675,0.9056
1582,KNN_ADWIN,SGD,bandit,0.9056,0.9675
1593,SGD,HoeffdingTree,bandit,0.9678,0.9417
1594,HoeffdingTree,KNN_ADWIN,bandit,0.9418,0.9065
1595,KNN_ADWIN,SGD,bandit,0.9066,0.9678
1630,SGD,KNN_ADWIN,bandit,0.9687,0.909
1631,KNN_ADWIN,SGD,bandit,0.9091,0.9687
1708,SGD,KNN_ADWIN,bandit,0.9704,0.914
1709,KNN_ADWIN,SGD,bandit,0.9141,0.9704
1745,SGD,KNN_ADWIN,bandit,0.9705,0.9162
1747,KNN_ADWIN,SGD,bandit,0.9163,0.9705
1748,SGD,HoeffdingTree,bandit,0.9705,0.9479
1749,HoeffdingTree,SGD,bandit,0.9479,0.9705
1758,SGD,HoeffdingTree,bandit,0.9707,0.9483
1759,HoeffdingTree,SGD,bandit,0.9483,0.9707
1768,SGD,KNN_ADWIN,bandit,0.9709,0.9175
1769,KNN_ADWIN,SGD,bandit,0.9176,0.9709
1772,SGD,HoeffdingTree,bandit,0.971,0.9488
1773,HoeffdingTree,SGD,bandit,0.9488,0.971
1818,SGD,KNN_ADWIN,bandit,0.9719,0.9202
1819,KNN_ADWIN,SGD,bandit,0.9203,0.9719
1820,SGD,HoeffdingTree,bandit,0.9719,0.9504
1821,HoeffdingTree,SGD,bandit,0.9504,0.9719
1826,SGD,KNN_ADWIN,bandit,0.972,0.9206
1827,KNN_ADWIN,SGD,bandit,0.9207,0.972
1836,SGD,HoeffdingTree,bandit,0.9722,0.9509
1837,HoeffdingTree,SGD,bandit,0.9509,0.9722
1838,SGD,HoeffdingTree,bandit,0.9722,0.9509
1839,HoeffdingTree,SGD,bandit,0.951,0.9723
1848,SGD,HoeffdingTree,bandit,0.9724,0.9513
1849,HoeffdingTree,SGD,bandit,0.9513,0.9724
1867,SGD,KNN_ADWIN,bandit,0.9728,0.9227
1868,KNN_ADWIN,SGD,bandit,0.9227,0.9728
1975,SGD,KNN_ADWIN,bandit,0.9739,0.9276
1976,KNN_ADWIN,SGD,bandit,0.9277,0.9739
1982,SGD,KNN_ADWIN,bandit,0.974,0.9279
1983,KNN_ADWIN,HoeffdingTree,bandit,0.928,0.9551
1984,HoeffdingTree,SGD,bandit,0.9552,0.974
1993,SGD,HoeffdingTree,bandit,0.9742,0.9554
1994,HoeffdingTree,SGD,bandit,0.9554,0.9742
2002,SGD,HoeffdingTree,bandit,0.9743,0.9556
2003,HoeffdingTree,SGD,bandit,0.9557,0.9743
2008,SGD,KNN_ADWIN,bandit,0.9744,0.929
2009,KNN_ADWIN,SGD,bandit,0.9291,0.9744
2026,SGD,KNN_ADWIN,bandit,0.9747,0.9298
2027,KNN_ADWIN,HoeffdingTree,bandit,0.9298,0.9563
2028,HoeffdingTree,SGD,bandit,0.9563,0.9747
2038,SGD,KNN_ADWIN,bandit,0.9748,0.9302
2039,KNN_ADWIN,SGD,bandit,0.9303,0.9749
2076,SGD,HoeffdingTree,bandit,0.9754,0.9575
2077,HoeffdingTree,SGD,bandit,0.9575,0.9754
2118,SGD,KNN_ADWIN,bandit,0.9759,0.9333
2119,KNN_ADWIN,SGD,bandit,0.9333,0.976
2120,SGD,HoeffdingTree,bandit,0.976,0.9585
2121,HoeffdingTree,SGD,bandit,0.9585,0.976
2122,SGD,HoeffdingTree,bandit,0.976,0.9585
2123,HoeffdingTree,SGD,bandit,0.9586,0.976
2132,SGD,HoeffdingTree,bandit,0.9761,0.9588
2133,HoeffdingTree,KNN_ADWIN,bandit,0.9588,0.9338
2134,KNN_ADWIN,SGD,bandit,0.9339,0.9762
2142,SGD,KNN_ADWIN,bandit,0.9763,0.9342
2143,KNN_ADWIN,SGD,bandit,0.9342,0.9763
2144,SGD,RESET,ADWIN_drift,0.9763,0.0
2146,SGD,HoeffdingTree,bandit,1.0,1.0
2181,HoeffdingTree,SGD,bandit,1.0,1.0
2182,SGD,KNN_ADWIN,bandit,1.0,1.0
2183,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
2199,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
2200,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
2205,HoeffdingTree,SGD,bandit,1.0,1.0
2206,SGD,HoeffdingTree,bandit,1.0,1.0
2215,HoeffdingTree,SGD,bandit,1.0,1.0
2216,SGD,HoeffdingTree,bandit,1.0,1.0
2219,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
2220,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
2233,HoeffdingTree,SGD,bandit,1.0,1.0
2234,SGD,HoeffdingTree,bandit,1.0,1.0
2236,HoeffdingTree,SGD,bandit,1.0,1.0
2237,SGD,HoeffdingTree,bandit,1.0,1.0
2240,HoeffdingTree,SGD,bandit,1.0,1.0
2241,SGD,HoeffdingTree,bandit,1.0,1.0
2243,HoeffdingTree,SGD,bandit,1.0,1.0
2244,SGD,HoeffdingTree,bandit,1.0,1.0
2248,HoeffdingTree,SGD,bandit,1.0,1.0
2249,SGD,HoeffdingTree,bandit,1.0,1.0
2251,HoeffdingTree,SGD,bandit,1.0,1.0
2252,SGD,KNN_ADWIN,bandit,1.0,1.0
2253,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
2263,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
2264,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
2270,HoeffdingTree,SGD,bandit,1.0,1.0
2271,SGD,HoeffdingTree,bandit,1.0,1.0
2310,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
2311,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
2316,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
2317,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
2325,HoeffdingTree,SGD,bandit,1.0,1.0
2326,SGD,HoeffdingTree,bandit,1.0,1.0
2327,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
2328,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
2332,HoeffdingTree,SGD,bandit,1.0,1.0
2333,SGD,HoeffdingTree,bandit,1.0,1.0
2341,HoeffdingTree,SGD,bandit,1.0,1.0
2342,SGD,HoeffdingTree,bandit,1.0,1.0
2421,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
2422,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
2433,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
2434,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
2444,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
2445,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
2457,HoeffdingTree,SGD,bandit,1.0,1.0
2458,SGD,HoeffdingTree,bandit,1.0,1.0
2467,HoeffdingTree,SGD,bandit,1.0,1.0
2468,SGD,HoeffdingTree,bandit,1.0,1.0
2482,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
2483,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
2493,HoeffdingTree,SGD,bandit,1.0,1.0
2494,SGD,HoeffdingTree,bandit,1.0,1.0
2530,HoeffdingTree,SGD,bandit,1.0,1.0
2531,SGD,HoeffdingTree,bandit,1.0,1.0
2545,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
2546,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
2560,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
2561,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
2581,HoeffdingTree,SGD,bandit,1.0,1.0
2582,SGD,HoeffdingTree,bandit,1.0,1.0
2611,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
2612,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
2628,HoeffdingTree,SGD,bandit,1.0,1.0
2629,SGD,HoeffdingTree,bandit,1.0,1.0
2632,HoeffdingTree,SGD,bandit,1.0,1.0
2633,SGD,HoeffdingTree,bandit,1.0,1.0
2640,HoeffdingTree,SGD,bandit,1.0,1.0
2641,SGD,HoeffdingTree,bandit,1.0,1.0
2648,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
2649,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
2651,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
2652,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
2660,HoeffdingTree,SGD,bandit,1.0,1.0
2661,SGD,HoeffdingTree,bandit,1.0,1.0
2670,HoeffdingTree,SGD,bandit,1.0,1.0
2671,SGD,HoeffdingTree,bandit,0.9981,1.0
2692,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
2693,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
2726,HoeffdingTree,SGD,bandit,1.0,0.9983
2727,SGD,HoeffdingTree,bandit,0.9983,1.0
2731,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
2732,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
2738,HoeffdingTree,SGD,bandit,1.0,0.9983
2739,SGD,HoeffdingTree,bandit,0.9983,1.0
2770,HoeffdingTree,SGD,bandit,1.0,0.9984
2771,SGD,HoeffdingTree,bandit,0.9984,1.0
2776,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
2777,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
2809,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
2810,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
2830,HoeffdingTree,SGD,bandit,1.0,0.9985
2831,SGD,HoeffdingTree,bandit,0.9985,1.0
2832,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
2833,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
2839,HoeffdingTree,SGD,bandit,1.0,0.9986
2840,SGD,HoeffdingTree,bandit,0.9986,1.0
2841,HoeffdingTree,SGD,bandit,1.0,0.9986
2842,SGD,HoeffdingTree,bandit,0.9986,1.0
2858,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
2859,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
2860,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
2861,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
2864,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
2865,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
2866,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
2867,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
2883,HoeffdingTree,SGD,bandit,1.0,0.9986
2884,SGD,HoeffdingTree,bandit,0.9986,1.0
2896,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
2897,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
2915,HoeffdingTree,SGD,bandit,1.0,0.9987
2916,SGD,HoeffdingTree,bandit,0.9987,1.0
2923,HoeffdingTree,SGD,bandit,1.0,0.9987
2924,SGD,HoeffdingTree,bandit,0.9987,1.0
2964,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
2965,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
2981,HoeffdingTree,SGD,bandit,1.0,0.9988
2982,SGD,HoeffdingTree,bandit,0.9988,1.0
2989,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
2990,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
3004,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
3005,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
3017,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
3018,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
3020,HoeffdingTree,SGD,bandit,1.0,0.9989
3021,SGD,HoeffdingTree,bandit,0.9989,1.0
3036,HoeffdingTree,SGD,bandit,1.0,0.9989
3037,SGD,HoeffdingTree,bandit,0.9989,1.0
3055,HoeffdingTree,SGD,bandit,1.0,0.9989
3056,SGD,HoeffdingTree,bandit,0.9989,1.0
3083,HoeffdingTree,SGD,bandit,1.0,0.9989
3084,SGD,HoeffdingTree,bandit,0.9989,1.0
3088,HoeffdingTree,SGD,bandit,1.0,0.9989
3090,SGD,HoeffdingTree,bandit,0.9989,1.0
3101,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
3102,KNN_ADWIN,SGD,bandit,1.0,0.999
3103,SGD,HoeffdingTree,bandit,0.999,1.0
3132,HoeffdingTree,SGD,bandit,1.0,0.999
3133,SGD,HoeffdingTree,bandit,0.999,1.0
3140,HoeffdingTree,SGD,bandit,1.0,0.999
3141,SGD,HoeffdingTree,bandit,0.999,1.0
3145,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
3146,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
3147,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
3148,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
3151,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
3152,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
3156,HoeffdingTree,SGD,bandit,1.0,0.999
3157,SGD,HoeffdingTree,bandit,0.999,1.0
3174,HoeffdingTree,SGD,bandit,1.0,0.999
3175,SGD,HoeffdingTree,bandit,0.999,1.0
3182,HoeffdingTree,SGD,bandit,1.0,0.999
3183,SGD,HoeffdingTree,bandit,0.999,1.0
3216,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
3217,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
3225,HoeffdingTree,SGD,bandit,1.0,0.9991
3226,SGD,HoeffdingTree,bandit,0.9991,1.0
3240,HoeffdingTree,SGD,bandit,1.0,0.9991
3241,SGD,HoeffdingTree,bandit,0.9991,1.0
3246,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
3248,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
3267,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
3268,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
3292,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
3293,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
3300,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
3301,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
3305,HoeffdingTree,SGD,bandit,1.0,0.9991
3306,SGD,HoeffdingTree,bandit,0.9991,1.0
3315,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
3316,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
3352,HoeffdingTree,SGD,bandit,1.0,0.9992
3353,SGD,HoeffdingTree,bandit,0.9992,1.0
3380,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
3381,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
3434,HoeffdingTree,SGD,bandit,1.0,0.9984
3435,SGD,HoeffdingTree,bandit,0.9984,1.0
3438,HoeffdingTree,SGD,bandit,1.0,0.9985
3439,SGD,HoeffdingTree,bandit,0.9985,1.0
