step,ancien,nouveau,raison,score_ancien,score_nouveau
12657,HoeffdingTree,KNN_ADWIN,bandit,0.5116,1.0
12666,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.5122
12667,HoeffdingTree,SGD,bandit,0.5115,0.9398
12668,SGD,KNN_ADWIN,bandit,0.9399,1.0
12670,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.5121
12671,HoeffdingTree,KNN_ADWIN,bandit,0.5114,1.0
12675,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.5099
12676,HoeffdingTree,KNN_ADWIN,bandit,0.5092,1.0
12684,KNN_ADWIN,SGD,bandit,1.0,0.9399
12685,SGD,KNN_ADWIN,bandit,0.9399,1.0
12702,KNN_ADWIN,SGD,bandit,1.0,0.94
12703,SGD,KNN_ADWIN,bandit,0.9401,1.0
12705,KNN_ADWIN,SGD,bandit,1.0,0.9402
12706,SGD,KNN_ADWIN,bandit,0.9403,1.0
12709,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.5027
12710,HoeffdingTree,KNN_ADWIN,bandit,0.5034,1.0
12729,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.5026
12730,HoeffdingTree,KNN_ADWIN,bandit,0.502,1.0
12743,KNN_ADWIN,SGD,bandit,1.0,0.9406
12744,SGD,KNN_ADWIN,bandit,0.9406,1.0
12762,KNN_ADWIN,SGD,bandit,1.0,0.942
12763,SGD,KNN_ADWIN,bandit,0.9421,1.0
12790,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.5067
12791,HoeffdingTree,KNN_ADWIN,bandit,0.5073,1.0
12792,KNN_ADWIN,SGD,bandit,1.0,0.9405
12793,SGD,KNN_ADWIN,bandit,0.9405,1.0
12825,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.5012
12826,HoeffdingTree,KNN_ADWIN,bandit,0.5018,1.0
12833,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.5012
12834,HoeffdingTree,KNN_ADWIN,bandit,0.5017,1.0
12868,KNN_ADWIN,SGD,bandit,1.0,0.9444
12869,SGD,KNN_ADWIN,bandit,0.9433,1.0
12872,KNN_ADWIN,SGD,bandit,1.0,0.9435
12873,SGD,KNN_ADWIN,bandit,0.9436,1.0
12906,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4984
12907,HoeffdingTree,KNN_ADWIN,bandit,0.4979,1.0
12908,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4984
12909,HoeffdingTree,KNN_ADWIN,bandit,0.4989,1.0
12920,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4974
12921,HoeffdingTree,KNN_ADWIN,bandit,0.4968,1.0
12941,KNN_ADWIN,SGD,bandit,1.0,0.9455
12942,SGD,KNN_ADWIN,bandit,0.9455,1.0
12958,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4944
12960,HoeffdingTree,KNN_ADWIN,bandit,0.4955,1.0
12984,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.5034
12985,HoeffdingTree,KNN_ADWIN,bandit,0.5039,1.0
12988,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.5044
12989,HoeffdingTree,KNN_ADWIN,bandit,0.5049,1.0
13021,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.5029
13022,HoeffdingTree,KNN_ADWIN,bandit,0.5024,1.0
13030,KNN_ADWIN,SGD,bandit,1.0,0.9463
13031,SGD,KNN_ADWIN,bandit,0.9463,1.0
13069,KNN_ADWIN,SGD,bandit,1.0,0.9482
13070,SGD,KNN_ADWIN,bandit,0.9482,1.0
13071,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4964
13072,HoeffdingTree,KNN_ADWIN,bandit,0.4968,1.0
13077,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4973
13078,HoeffdingTree,KNN_ADWIN,bandit,0.4977,1.0
13091,KNN_ADWIN,SGD,bandit,1.0,0.9492
13092,SGD,KNN_ADWIN,bandit,0.9492,1.0
13133,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4948
13134,HoeffdingTree,KNN_ADWIN,bandit,0.4944,1.0
13150,KNN_ADWIN,SGD,bandit,1.0,0.9509
13151,SGD,KNN_ADWIN,bandit,0.9509,1.0
13164,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4921
13165,HoeffdingTree,KNN_ADWIN,bandit,0.4916,1.0
13172,KNN_ADWIN,SGD,bandit,1.0,0.9518
13173,SGD,KNN_ADWIN,bandit,0.9518,1.0
13182,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4889
13183,HoeffdingTree,KNN_ADWIN,bandit,0.4893,1.0
13185,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4893
13186,HoeffdingTree,KNN_ADWIN,bandit,0.4889,1.0
13187,KNN_ADWIN,SGD,bandit,1.0,0.9516
13188,SGD,KNN_ADWIN,bandit,0.9516,1.0
13189,KNN_ADWIN,SGD,bandit,1.0,0.9516
13191,SGD,KNN_ADWIN,bandit,0.9517,1.0
13196,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4906
13197,HoeffdingTree,KNN_ADWIN,bandit,0.4902,1.0
13199,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4902
13200,HoeffdingTree,KNN_ADWIN,bandit,0.4898,1.0
13255,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4844
13256,HoeffdingTree,KNN_ADWIN,bandit,0.4841,1.0
13274,KNN_ADWIN,SGD,bandit,1.0,0.9533
13275,SGD,HoeffdingTree,bandit,0.9533,0.4847
13276,HoeffdingTree,KNN_ADWIN,bandit,0.4843,1.0
13282,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4836
13283,HoeffdingTree,KNN_ADWIN,bandit,0.4833,1.0
13300,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4846
13301,HoeffdingTree,KNN_ADWIN,bandit,0.4842,1.0
13313,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4836
13314,HoeffdingTree,KNN_ADWIN,bandit,0.484,1.0
13336,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4821
13337,HoeffdingTree,KNN_ADWIN,bandit,0.4825,1.0
13349,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4804
13350,HoeffdingTree,KNN_ADWIN,bandit,0.4808,1.0
13393,KNN_ADWIN,SGD,bandit,1.0,0.9551
13394,SGD,KNN_ADWIN,bandit,0.9544,1.0
13413,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4806
13414,HoeffdingTree,KNN_ADWIN,bandit,0.481,1.0
13422,KNN_ADWIN,SGD,bandit,1.0,0.9546
13423,SGD,KNN_ADWIN,bandit,0.9546,1.0
13441,KNN_ADWIN,SGD,bandit,1.0,0.9552
13442,SGD,HoeffdingTree,bandit,0.9552,0.4786
13443,HoeffdingTree,KNN_ADWIN,bandit,0.4783,1.0
13449,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4777
13450,HoeffdingTree,KNN_ADWIN,bandit,0.4774,1.0
13452,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4767
13453,HoeffdingTree,KNN_ADWIN,bandit,0.4764,1.0
13467,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4766
13468,HoeffdingTree,KNN_ADWIN,bandit,0.4763,1.0
13478,KNN_ADWIN,SGD,bandit,1.0,0.9563
13479,SGD,KNN_ADWIN,bandit,0.9563,1.0
13487,KNN_ADWIN,SGD,bandit,1.0,0.9565
13488,SGD,KNN_ADWIN,bandit,0.9566,1.0
13497,KNN_ADWIN,SGD,bandit,1.0,0.9568
13498,SGD,KNN_ADWIN,bandit,0.9568,1.0
13499,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4745
13500,HoeffdingTree,KNN_ADWIN,bandit,0.4742,1.0
13531,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4744
13532,HoeffdingTree,KNN_ADWIN,bandit,0.4747,1.0
13534,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4748
13535,HoeffdingTree,KNN_ADWIN,bandit,0.4745,1.0
13553,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4741
13554,HoeffdingTree,KNN_ADWIN,bandit,0.4744,1.0
13561,KNN_ADWIN,SGD,bandit,1.0,0.9579
13562,SGD,KNN_ADWIN,bandit,0.9579,1.0
13572,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4729
13573,HoeffdingTree,KNN_ADWIN,bandit,0.4726,1.0
13596,KNN_ADWIN,SGD,bandit,1.0,0.9582
13597,SGD,KNN_ADWIN,bandit,0.9582,1.0
13658,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4695
13659,HoeffdingTree,KNN_ADWIN,bandit,0.4692,1.0
13671,KNN_ADWIN,SGD,bandit,1.0,0.9583
13672,SGD,KNN_ADWIN,bandit,0.9583,1.0
13689,KNN_ADWIN,SGD,bandit,1.0,0.9587
13690,SGD,KNN_ADWIN,bandit,0.9587,1.0
13724,KNN_ADWIN,SGD,bandit,1.0,0.9595
13725,SGD,KNN_ADWIN,bandit,0.9596,1.0
13739,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4672
13740,HoeffdingTree,KNN_ADWIN,bandit,0.4675,1.0
13760,KNN_ADWIN,SGD,bandit,1.0,0.9604
13761,SGD,KNN_ADWIN,bandit,0.9604,1.0
13770,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4653
13771,HoeffdingTree,KNN_ADWIN,bandit,0.465,1.0
13775,KNN_ADWIN,SGD,bandit,1.0,0.9607
13776,SGD,KNN_ADWIN,bandit,0.9607,1.0
13781,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4636
13783,HoeffdingTree,KNN_ADWIN,bandit,0.4636,1.0
13807,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4614
13808,HoeffdingTree,KNN_ADWIN,bandit,0.4611,1.0
13821,KNN_ADWIN,SGD,bandit,1.0,0.9617
13822,SGD,KNN_ADWIN,bandit,0.9617,1.0
13839,KNN_ADWIN,SGD,bandit,1.0,0.9615
13840,SGD,KNN_ADWIN,bandit,0.9615,1.0
13851,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.457
13852,HoeffdingTree,KNN_ADWIN,bandit,0.4572,1.0
13872,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4551
13873,HoeffdingTree,KNN_ADWIN,bandit,0.4554,1.0
13881,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.455
13882,HoeffdingTree,KNN_ADWIN,bandit,0.4548,1.0
13883,KNN_ADWIN,SGD,bandit,1.0,0.9624
13884,SGD,KNN_ADWIN,bandit,0.9624,1.0
13895,KNN_ADWIN,SGD,bandit,1.0,0.9626
13896,SGD,KNN_ADWIN,bandit,0.9626,1.0
13919,KNN_ADWIN,SGD,bandit,1.0,0.9631
13921,SGD,KNN_ADWIN,bandit,0.9631,1.0
13928,KNN_ADWIN,SGD,bandit,1.0,0.9632
13929,SGD,KNN_ADWIN,bandit,0.9633,1.0
13964,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4511
13965,HoeffdingTree,KNN_ADWIN,bandit,0.4509,1.0
13967,KNN_ADWIN,SGD,bandit,1.0,0.964
13968,SGD,KNN_ADWIN,bandit,0.964,1.0
13982,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4501
13983,HoeffdingTree,KNN_ADWIN,bandit,0.4499,1.0
13995,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4497
13996,HoeffdingTree,KNN_ADWIN,bandit,0.4494,1.0
14006,KNN_ADWIN,SGD,bandit,1.0,0.9647
14007,SGD,KNN_ADWIN,bandit,0.9647,1.0
14034,KNN_ADWIN,SGD,bandit,1.0,0.9651
14035,SGD,KNN_ADWIN,bandit,0.9652,1.0
14047,KNN_ADWIN,SGD,bandit,1.0,0.9654
14049,SGD,KNN_ADWIN,bandit,0.9654,1.0
14053,KNN_ADWIN,SGD,bandit,1.0,0.9655
14054,SGD,KNN_ADWIN,bandit,0.9655,1.0
14067,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4495
14068,HoeffdingTree,KNN_ADWIN,bandit,0.4497,1.0
14074,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4508
14075,HoeffdingTree,KNN_ADWIN,bandit,0.4506,1.0
14083,KNN_ADWIN,SGD,bandit,1.0,0.9659
14085,SGD,KNN_ADWIN,bandit,0.966,1.0
14096,KNN_ADWIN,SGD,bandit,1.0,0.9661
14097,SGD,KNN_ADWIN,bandit,0.9662,1.0
14103,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4517
14104,HoeffdingTree,KNN_ADWIN,bandit,0.4515,1.0
14132,KNN_ADWIN,SGD,bandit,1.0,0.9667
14134,SGD,KNN_ADWIN,bandit,0.9667,1.0
14149,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4601
14150,HoeffdingTree,KNN_ADWIN,bandit,0.4603,1.0
14153,KNN_ADWIN,SGD,bandit,1.0,0.967
14154,SGD,KNN_ADWIN,bandit,0.967,1.0
14182,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4681
14183,HoeffdingTree,KNN_ADWIN,bandit,0.4684,1.0
14209,KNN_ADWIN,SGD,bandit,1.0,0.9674
14210,SGD,KNN_ADWIN,bandit,0.9674,1.0
14218,KNN_ADWIN,SGD,bandit,1.0,0.9675
14219,SGD,KNN_ADWIN,bandit,0.9676,1.0
14224,KNN_ADWIN,SGD,bandit,1.0,0.9676
14225,SGD,KNN_ADWIN,bandit,0.9676,1.0
14236,KNN_ADWIN,SGD,bandit,1.0,0.9678
14237,SGD,KNN_ADWIN,bandit,0.9678,1.0
14240,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4817
14242,HoeffdingTree,KNN_ADWIN,bandit,0.4822,1.0
14244,KNN_ADWIN,SGD,bandit,1.0,0.9679
14245,SGD,KNN_ADWIN,bandit,0.9679,1.0
14247,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4833
14248,HoeffdingTree,KNN_ADWIN,bandit,0.4835,1.0
14250,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.484
14251,HoeffdingTree,KNN_ADWIN,bandit,0.4842,1.0
14284,KNN_ADWIN,SGD,bandit,1.0,0.9685
14285,SGD,KNN_ADWIN,bandit,0.9685,1.0
14286,KNN_ADWIN,SGD,bandit,1.0,0.9685
14287,SGD,KNN_ADWIN,bandit,0.9685,1.0
14294,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.4938
14295,HoeffdingTree,KNN_ADWIN,bandit,0.494,1.0
14302,KNN_ADWIN,SGD,bandit,1.0,0.9687
14303,SGD,KNN_ADWIN,bandit,0.9687,1.0
14305,KNN_ADWIN,SGD,bandit,1.0,0.9688
14307,SGD,KNN_ADWIN,bandit,0.9688,1.0
14313,KNN_ADWIN,SGD,bandit,1.0,0.9689
14315,SGD,KNN_ADWIN,bandit,0.9689,1.0
14321,KNN_ADWIN,SGD,bandit,1.0,0.969
14322,SGD,KNN_ADWIN,bandit,0.969,1.0
14329,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.5013
14330,HoeffdingTree,KNN_ADWIN,bandit,0.5015,1.0
14354,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.5065
14355,HoeffdingTree,KNN_ADWIN,bandit,0.5067,1.0
14373,KNN_ADWIN,SGD,bandit,1.0,0.9692
14374,SGD,KNN_ADWIN,bandit,0.9692,1.0
14382,KNN_ADWIN,SGD,bandit,1.0,0.9693
14383,SGD,KNN_ADWIN,bandit,0.9693,1.0
14384,KNN_ADWIN,SGD,bandit,1.0,0.9694
14385,SGD,HoeffdingTree,bandit,0.9694,0.5128
14386,HoeffdingTree,KNN_ADWIN,bandit,0.513,1.0
14392,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.5142
14393,HoeffdingTree,KNN_ADWIN,bandit,0.5144,1.0
14399,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.5156
14400,HoeffdingTree,KNN_ADWIN,bandit,0.5158,1.0
14401,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.516
14402,HoeffdingTree,KNN_ADWIN,bandit,0.5162,1.0
14410,KNN_ADWIN,SGD,bandit,1.0,0.9697
14411,SGD,KNN_ADWIN,bandit,0.9697,1.0
14425,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.5208
14426,HoeffdingTree,KNN_ADWIN,bandit,0.521,1.0
14429,KNN_ADWIN,SGD,bandit,1.0,0.9699
14430,SGD,KNN_ADWIN,bandit,0.9699,1.0
14441,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.5239
14442,HoeffdingTree,KNN_ADWIN,bandit,0.5241,1.0
14461,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.5277
14462,HoeffdingTree,KNN_ADWIN,bandit,0.5279,1.0
14484,KNN_ADWIN,SGD,bandit,1.0,0.9706
14485,SGD,KNN_ADWIN,bandit,0.9706,1.0
14500,KNN_ADWIN,SGD,bandit,1.0,0.9708
14501,SGD,KNN_ADWIN,bandit,0.9708,1.0
14505,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.5359
14506,HoeffdingTree,KNN_ADWIN,bandit,0.5361,1.0
14524,KNN_ADWIN,SGD,bandit,1.0,0.9706
14525,SGD,KNN_ADWIN,bandit,0.9707,1.0
14531,KNN_ADWIN,SGD,bandit,1.0,0.9707
14532,SGD,KNN_ADWIN,bandit,0.9707,1.0
14577,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.5487
14578,HoeffdingTree,KNN_ADWIN,bandit,0.5489,1.0
14587,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.5504
14588,HoeffdingTree,KNN_ADWIN,bandit,0.5506,1.0
14601,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.5528
14602,HoeffdingTree,KNN_ADWIN,bandit,0.553,1.0
14605,KNN_ADWIN,SGD,bandit,1.0,0.9715
14606,SGD,KNN_ADWIN,bandit,0.9716,1.0
14628,KNN_ADWIN,SGD,bandit,1.0,0.9718
14629,SGD,KNN_ADWIN,bandit,0.9718,1.0
14644,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.56
14646,HoeffdingTree,KNN_ADWIN,bandit,0.5603,1.0
14655,KNN_ADWIN,SGD,bandit,1.0,0.9721
14656,SGD,KNN_ADWIN,bandit,0.9721,1.0
14659,KNN_ADWIN,SGD,bandit,1.0,0.9721
14660,SGD,KNN_ADWIN,bandit,0.9721,1.0
14710,KNN_ADWIN,SGD,bandit,1.0,0.9726
14711,SGD,KNN_ADWIN,bandit,0.9726,1.0
14714,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.5712
14715,HoeffdingTree,KNN_ADWIN,bandit,0.5714,1.0
14717,KNN_ADWIN,SGD,bandit,1.0,0.9727
14718,SGD,KNN_ADWIN,bandit,0.9727,1.0
14757,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.5778
14758,HoeffdingTree,KNN_ADWIN,bandit,0.578,1.0
14768,KNN_ADWIN,SGD,bandit,1.0,0.9732
14769,SGD,KNN_ADWIN,bandit,0.9732,1.0
14786,KNN_ADWIN,SGD,bandit,1.0,0.9734
14787,SGD,KNN_ADWIN,bandit,0.9734,1.0
14805,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.585
14806,HoeffdingTree,KNN_ADWIN,bandit,0.5851,1.0
14810,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.5857
14811,HoeffdingTree,KNN_ADWIN,bandit,0.5859,1.0
14813,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.5861
14814,HoeffdingTree,KNN_ADWIN,bandit,0.5863,1.0
14823,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.5876
14824,HoeffdingTree,KNN_ADWIN,bandit,0.5877,1.0
14841,KNN_ADWIN,SGD,bandit,1.0,0.9739
14842,SGD,KNN_ADWIN,bandit,0.9739,1.0
14860,KNN_ADWIN,SGD,bandit,1.0,0.9741
14861,SGD,KNN_ADWIN,bandit,0.9741,1.0
14878,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.5954
14879,HoeffdingTree,KNN_ADWIN,bandit,0.5955,1.0
14892,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.5973
14893,HoeffdingTree,KNN_ADWIN,bandit,0.5975,1.0
14921,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6013
14922,HoeffdingTree,KNN_ADWIN,bandit,0.6014,1.0
14933,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6029
14934,HoeffdingTree,KNN_ADWIN,bandit,0.603,1.0
14938,KNN_ADWIN,SGD,bandit,1.0,0.9747
14939,SGD,KNN_ADWIN,bandit,0.9747,1.0
14951,KNN_ADWIN,SGD,bandit,1.0,0.9748
14952,SGD,KNN_ADWIN,bandit,0.9749,1.0
14982,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6094
14983,HoeffdingTree,KNN_ADWIN,bandit,0.6095,1.0
14992,KNN_ADWIN,SGD,bandit,1.0,0.9752
14993,SGD,KNN_ADWIN,bandit,0.9752,1.0
15009,KNN_ADWIN,SGD,bandit,1.0,0.9753
15010,SGD,KNN_ADWIN,bandit,0.9753,1.0
15065,KNN_ADWIN,SGD,bandit,1.0,0.9755
15066,SGD,KNN_ADWIN,bandit,0.9755,1.0
15073,KNN_ADWIN,SGD,bandit,1.0,0.9752
15074,SGD,KNN_ADWIN,bandit,0.9752,1.0
15079,KNN_ADWIN,SGD,bandit,1.0,0.9752
15080,SGD,KNN_ADWIN,bandit,0.9752,1.0
15099,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.624
15100,HoeffdingTree,KNN_ADWIN,bandit,0.6241,1.0
15105,KNN_ADWIN,SGD,bandit,1.0,0.9754
15106,SGD,KNN_ADWIN,bandit,0.9755,1.0
15137,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6285
15138,HoeffdingTree,KNN_ADWIN,bandit,0.6286,1.0
15156,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6307
15157,HoeffdingTree,SGD,bandit,0.6308,0.9758
15158,SGD,KNN_ADWIN,bandit,0.9759,1.0
15163,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6315
15164,HoeffdingTree,SGD,bandit,0.6316,0.9759
15165,SGD,KNN_ADWIN,bandit,0.9759,1.0
15183,KNN_ADWIN,SGD,bandit,1.0,0.976
15185,SGD,KNN_ADWIN,bandit,0.9761,1.0
15196,KNN_ADWIN,SGD,bandit,1.0,0.9761
15197,SGD,KNN_ADWIN,bandit,0.9761,1.0
15207,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6365
15208,HoeffdingTree,KNN_ADWIN,bandit,0.6366,1.0
15221,KNN_ADWIN,SGD,bandit,1.0,0.9763
15222,SGD,KNN_ADWIN,bandit,0.9763,1.0
15225,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6385
15226,HoeffdingTree,KNN_ADWIN,bandit,0.6386,1.0
15230,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6391
15231,HoeffdingTree,KNN_ADWIN,bandit,0.6392,1.0
15236,KNN_ADWIN,SGD,bandit,1.0,0.9764
15237,SGD,KNN_ADWIN,bandit,0.9764,1.0
15254,KNN_ADWIN,SGD,bandit,1.0,0.9766
15255,SGD,KNN_ADWIN,bandit,0.9766,1.0
15270,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6434
15271,HoeffdingTree,KNN_ADWIN,bandit,0.6435,1.0
15297,KNN_ADWIN,SGD,bandit,1.0,0.9766
15298,SGD,KNN_ADWIN,bandit,0.9766,1.0
15303,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.647
15305,HoeffdingTree,KNN_ADWIN,bandit,0.6472,1.0
15324,KNN_ADWIN,SGD,bandit,1.0,0.9768
15325,SGD,KNN_ADWIN,bandit,0.9768,1.0
15336,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6504
15337,HoeffdingTree,KNN_ADWIN,bandit,0.6505,1.0
15349,KNN_ADWIN,SGD,bandit,1.0,0.9769
15350,SGD,KNN_ADWIN,bandit,0.9769,1.0
15352,KNN_ADWIN,SGD,bandit,1.0,0.9769
15353,SGD,KNN_ADWIN,bandit,0.977,1.0
15359,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6528
15360,HoeffdingTree,KNN_ADWIN,bandit,0.6529,1.0
15361,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.653
15362,HoeffdingTree,KNN_ADWIN,bandit,0.6531,1.0
15368,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6537
15369,HoeffdingTree,KNN_ADWIN,bandit,0.6538,1.0
15396,KNN_ADWIN,SGD,bandit,1.0,0.9772
15397,SGD,KNN_ADWIN,bandit,0.9772,1.0
15420,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6589
15421,HoeffdingTree,KNN_ADWIN,bandit,0.659,1.0
15427,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6596
15428,HoeffdingTree,KNN_ADWIN,bandit,0.6597,1.0
15450,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6619
15451,HoeffdingTree,KNN_ADWIN,bandit,0.662,1.0
15452,KNN_ADWIN,SGD,bandit,1.0,0.9776
15453,SGD,KNN_ADWIN,bandit,0.9776,1.0
15487,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6654
15488,HoeffdingTree,KNN_ADWIN,bandit,0.6655,1.0
15489,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6656
15490,HoeffdingTree,KNN_ADWIN,bandit,0.6657,1.0
15499,KNN_ADWIN,SGD,bandit,1.0,0.9779
15500,SGD,KNN_ADWIN,bandit,0.9779,1.0
15504,KNN_ADWIN,SGD,bandit,1.0,0.9779
15505,SGD,KNN_ADWIN,bandit,0.9779,1.0
15515,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6681
15516,HoeffdingTree,KNN_ADWIN,bandit,0.6682,1.0
15524,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6689
15525,HoeffdingTree,KNN_ADWIN,bandit,0.669,1.0
15538,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6702
15539,HoeffdingTree,KNN_ADWIN,bandit,0.6703,1.0
15556,KNN_ADWIN,SGD,bandit,1.0,0.9783
15557,SGD,KNN_ADWIN,bandit,0.9783,1.0
15567,KNN_ADWIN,SGD,bandit,1.0,0.9783
15568,SGD,KNN_ADWIN,bandit,0.9783,1.0
15571,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6732
15572,HoeffdingTree,KNN_ADWIN,bandit,0.6733,1.0
15576,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6737
15577,HoeffdingTree,KNN_ADWIN,bandit,0.6738,1.0
15609,KNN_ADWIN,SGD,bandit,1.0,0.9786
15610,SGD,KNN_ADWIN,bandit,0.9786,1.0
15616,KNN_ADWIN,SGD,bandit,1.0,0.9786
15617,SGD,KNN_ADWIN,bandit,0.9786,1.0
15618,KNN_ADWIN,SGD,bandit,1.0,0.9786
15619,SGD,KNN_ADWIN,bandit,0.9786,1.0
15636,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.679
15637,HoeffdingTree,KNN_ADWIN,bandit,0.6791,1.0
15638,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6792
15639,HoeffdingTree,KNN_ADWIN,bandit,0.6793,1.0
15651,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6803
15652,HoeffdingTree,KNN_ADWIN,bandit,0.6804,1.0
15666,KNN_ADWIN,SGD,bandit,1.0,0.9789
15667,SGD,KNN_ADWIN,bandit,0.9789,1.0
15672,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6821
15673,HoeffdingTree,KNN_ADWIN,bandit,0.6822,1.0
15698,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6844
